waterpoint_id,latitude,longitude,waterpoint_image,functional_status,downtime_duration,abandon_reason,has_current_issue,current_issue,water_available_today,continuous_30days,no_water_30days_reason,repair_duration_days,seasonal_unavailable,seasonal_period,flow_test_possible,fill_time_20l,latrine_within_100m,observed_issues,water_quality_issues,preventive_maintenance,maintenance_barrier,user_population,universal_access,households_no_access,access_barrier,max_roundtrip_minutes,max_distance_metres,has_service_provider,provider_type,has_tariff,tariff_frequency,tariff_amount_mwk,tariff_cost_basis,has_financial_records,has_positive_balance,savings_or_loans,record_balance_mwk,has_bank_account,bank_balance_mwk,committee_year_formed,committee_member_count,committee_women_count,treasurer_gender,months_unavailable
13926760,-15.0933585,34.94253650000001,https://api.mwater.co/v3/images/6911e2107d9b4229b9acc0d9f73ba45b,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,63.259,Yes,No problems,NA,Yes,NA,213,0,NA,NA,43,500,Yes,Area or Water Mechanic,Yes,When required for repairs,1500,Affordability,Yes,Yes,Yes,3500,No,NA,NA,NA,NA,NA,0
576594442,-15.1187483,34.9391233,https://api.mwater.co/v3/images/cbdef57ede4e4502bd05a57a87a24ca4,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,56.94,Yes,Damage or problem with pump,NA,Yes,NA,285,0,NA,NA,35,385,Yes,Area or Water Mechanic,Yes,When required for repairs,1500,Affordability,Yes,Yes,Yes,10500,No,NA,NA,NA,NA,NA,0
14121559,-15.1135383,34.895655,https://api.mwater.co/v3/images/a3ff0960449e4730a7c64f7ccfdf9c45,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,59.59,Yes,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,No,"Lack of money, Lack of technical expertise",300,0,NA,NA,60,1000,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per month,500,Affordability,Yes,NA,NA,NA,No,NA,2016,10,5,Female,0
14230950,-15.1128774,34.8929596,https://api.mwater.co/v3/images/002f538ddb4945e4ac3451475ba9dd06,Functional,NA,NA,No,NA,Yes,No,System is not functional,2,No,NA,Yes,73.541,Yes,No problems,NA,Yes,NA,250,0,NA,NA,45,350,Yes,"Water Point Committee, Community members",Yes,When required for repairs,200,Affordability,Yes,NA,NA,NA,No,NA,2020,5,2,Male,0
14121542,-15.1133234,34.8929989,https://api.mwater.co/v3/images/a4db8102a18e4a5a88cce9ee80f68bc9,Partially functional but in need of repair,NA,NA,NA,NA,No,No,"Low water pressure, System is not functional",30,No,NA,NA,NA,Yes,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,No,"Lack of money, Lack of understanding/commitment to Preventative Maintenance",60,0,NA,NA,20,300,Yes,Community members,Yes,Per month,300,Affordability,No,NA,NA,NA,No,NA,NA,NA,NA,NA,0
572188852,-16.6715969,34.87981659999999,https://api.mwater.co/v3/images/ad6d5357b75d416cae37bb7798d09e27,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,51.891,No,No problems,NA,Yes,NA,720,0,NA,NA,40,600,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",300,Maintenance costs,Yes,NA,NA,NA,No,NA,2021,10,5,Female,0
572188845,-16.6704424,34.8863836,https://api.mwater.co/v3/images/cf44303cef13423d82ecd22885736884,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,60.751,No,Damage or problem with pump,NA,Yes,NA,640,0,NA,NA,40,650,Yes,Water Point Committee,Yes,"Per unit of water - litre / bucket / jerry can, Per month",300,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,6,Female,0
572188924,-16.6638113,34.871190299999995,https://api.mwater.co/v3/images/0255975e41194f79b1c0a8427945cf12,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,Don't know,NA,Yes,59.271,No,No problems,NA,Yes,NA,650,0,NA,NA,40,680,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,10,6,Female,0
572189035,-16.631261,34.874380599999995,https://api.mwater.co/v3/images/f5b1acceb5c74a4ca0101b63f07b6bc6,No longer exists or abandoned,More than 5 years,Low water flow or dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188917,-16.6667522,34.880179,https://api.mwater.co/v3/images/af786bee10da442ea8840abad10ea47b,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.321,No,No problems,NA,Yes,NA,360,0,NA,NA,20,500,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",300,"Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2021,10,6,Female,0
572188993,-16.6373895,34.8762238,https://api.mwater.co/v3/images/fb5920387de94a939ff4f78b404ea1a3,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,49.131,No,No problems,NA,Yes,NA,460,0,NA,NA,35,600,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",500,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,2023,10,7,Female,0
419911890,-15.1656941,35.4903393,https://api.mwater.co/v3/images/9465d5fd1da84595b5e166813bca7990,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.641,Yes,No problems,NA,Yes,NA,175,0,NA,NA,25,400,Yes,Area or Water Mechanic,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
577020397,-15.2227413,34.8861486,https://api.mwater.co/v3/images/83985797c1bf4bcd94295f15ad4f24fa,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Damage or problem with pump,NA,No,"Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",130,0,NA,NA,30,30,Yes,Don't know,Yes,When required for repairs,300,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,0
443881097,-16.404712,34.8833609,https://api.mwater.co/v3/images/4d5d294f91d64793b2b0db625fc270b6,Functional,NA,NA,Yes,"Structural problems - Civil works, apron, etc",Yes,Yes,NA,NA,No,NA,Yes,81.611,Yes,"Damage to civil works - platform, well head, riser etc",NA,No,Lack of technical expertise,600,1,60,System does not reach all community members,45,850,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
443881107,-16.406999,34.88188449999999,https://api.mwater.co/v3/images/d43805d83e064a6298acf62d81470634,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,98.68,Yes,No problems,NA,No,Lack of technical expertise,350,0,NA,NA,45,780,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7841134,-16.4096923,34.9145537,https://api.mwater.co/v3/images/9b83fa5829c243da9dd2101ad3f8ac36,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,47.811,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,300,0,NA,NA,30,500,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",500,Maintenance costs,Yes,NA,NA,NA,No,NA,2015,10,5,Male,0
69779392,-16.4065716,34.91554699999999,https://api.mwater.co/v3/images/50d01fd6444348c48ee1c11fc40caf1a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,48.73,No,No problems,NA,Yes,NA,150,0,NA,NA,17,400,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per quarter",800,Maintenance costs,Yes,NA,NA,NA,No,NA,2014,10,5,Male,0
69779419,-16.4061967,34.9161222,https://api.mwater.co/v3/images/8b6bd2316700401c917f67fec03d7275,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,42.841,No,No problems,NA,Yes,NA,150,0,NA,NA,20,500,Yes,Water Point Committee,Yes,Per quarter,800,Maintenance costs,No,NA,NA,NA,No,NA,2017,10,5,Male,0
26501336,-16.4066833,34.8896033,https://api.mwater.co/v3/images/252d28461b614bc4bf8a9b915b52db21,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,61.071,Yes,No problems,NA,No,Lack of technical expertise,400,0,NA,NA,45,900,Yes,Water Point Committee,Yes,When required for repairs,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,6,Female,0
572189224,-16.4053796,34.915525499999994,https://api.mwater.co/v3/images/947ae0e0897f4bea97ebb109177e3f1a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,12,No,NA,Yes,46.98,No,Other,NA,Yes,NA,150,0,NA,NA,15,450,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per quarter",800,Maintenance costs,Yes,NA,NA,NA,No,NA,2017,10,5,Female,0
26149048,-16.4061383,34.89193,https://api.mwater.co/v3/images/7bbb6bc955a44bfc913b38a188498c58,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,65.07,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,250,0,NA,NA,40,850,Yes,Water Point Committee,Yes,Per month,300,"Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2017,10,8,Female,0
443881176,-16.4104048,34.899395,https://api.mwater.co/v3/images/7657d82eba49482ab1b3c936d925fcec,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,89.881,Yes,No problems,NA,Yes,NA,250,0,NA,NA,45,750,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
577020421,-15.2181709,34.8843625,https://api.mwater.co/v3/images/79124fdf80984d6b935534f19a962151,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,64.6,Yes,No problems,NA,Yes,NA,170,0,NA,NA,30,100,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2023,10,6,Male,0
55720500,-16.4121577,34.90087489999999,https://api.mwater.co/v3/images/2c3c3c342bd74a11b58dfa35d681590a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,76.62,Yes,No problems,NA,Yes,NA,250,0,NA,NA,40,850,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7841196,-16.4106461,34.9075049,https://api.mwater.co/v3/images/30350eca72734340a45a45b09ac2eb50,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,12,No,NA,Yes,63.5,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,480,0,NA,NA,40,600,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",300,Maintenance costs,No,NA,NA,NA,No,NA,2020,10,5,Female,0
69779323,-16.4100227,34.9108928,https://api.mwater.co/v3/images/30c9210bc1374e1fbdc3cf9272a72c1a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,44.311,No,Other,NA,Yes,NA,450,0,NA,NA,35,450,Yes,Community members,Yes,"Flat fee plus fee per unit, Per month",200,Maintenance costs,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
7841172,-16.407406,34.9119235,https://api.mwater.co/v3/images/8f151a57bc13434b8510094a6ec43a64,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,14,No,NA,Yes,50.582,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,720,0,NA,NA,40,700,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",500,Maintenance costs,Yes,NA,NA,NA,No,NA,2013,10,6,Male,0
69779347,-16.406795,34.91148989999999,https://api.mwater.co/v3/images/5368d8bf21d14e20960a1900f8702aa7,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,46.85,No,Leakage from pump/ pedestal,NA,Yes,NA,720,0,NA,NA,40,700,Yes,Water Point Committee,Yes,Per month,300,Maintenance costs,No,NA,NA,NA,No,NA,2020,10,6,Female,0
1040834,-16.412314,34.91348299999999,https://api.mwater.co/v3/images/791e6503c6c8400d94a3306db52f01c0,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,58.91,Yes,No problems,NA,Yes,NA,350,0,NA,NA,40,600,Yes,Community members,Yes,"Flat fee plus fee per unit, Per month",200,Maintenance costs,Yes,No,No,46000,No,NA,NA,NA,NA,NA,0
572189183,-16.4109251,34.9126693,https://api.mwater.co/v3/images/123be09e73784d31bb4f0d71021d2115,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.201,No,No problems,NA,Yes,NA,300,0,NA,NA,20,500,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,"Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2020,10,4,Male,0
575660810,-16.4817506,34.8282774,https://api.mwater.co/v3/images/fc29655712cb4aa89367530acc04ec6b,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,43.69,No,No problems,NA,Yes,NA,421,0,NA,NA,35,450,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
575660793,-16.4874142,34.8269885,https://api.mwater.co/v3/images/83640987e8eb49f7a573aea9504a4c4c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,41.37,No,No problems,NA,Yes,NA,241,0,NA,NA,35,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2021,10,5,Female,0
575660755,-16.4880153,34.822457,https://api.mwater.co/v3/images/7a2b9bc7af3149ef9e6d93f076b59312,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,NA,NA,NA,Yes,No problems,NA,NA,NA,221,NA,NA,NA,30,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575660731,-16.4869937,34.8232558,https://api.mwater.co/v3/images/b6be1e34f1ec45f1b464a8193ab6bfe0,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.5,Yes,No problems,NA,Yes,NA,345,0,NA,NA,40,650,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2020,10,5,Female,0
575660717,-16.4842085,34.8249826,https://api.mwater.co/v3/images/cf115557d08046eb9ea59c97cc0942f1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,NA,NA,NA,Yes,No problems,NA,NA,NA,268,NA,NA,NA,35,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575660690,-16.479556,34.8263091,https://api.mwater.co/v3/images/3a9df643e683472aae4631e1952d5187,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,39.64,No,No problems,NA,Yes,NA,330,0,NA,NA,45,750,Yes,Water Point Committee,Yes,When required for repairs,250,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2021,10,6,Female,0
23344125,-16.4825605,34.8217921,https://api.mwater.co/v3/images/7001a4a2a3764a24afe437ab22183125,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,62.531,Yes,No problems,NA,Yes,NA,361,0,NA,NA,40,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
30411238,-16.4771669,34.8431801,https://api.mwater.co/v3/images/8530b57e2e95486fb22468678e313b9b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,43.539,No,Water quality,Salinity / saltiness,Yes,NA,347,0,NA,NA,45,450,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Female,0
12201477,-16.4772085,34.843173,https://api.mwater.co/v3/images/cb983c8f704c496d8ec140ccc2aca160,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,43.491,No,Water quality,Salinity / saltiness,Yes,NA,269,0,NA,NA,35,600,Yes,Water Point Committee,Yes,When required for repairs,250,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
445321315,-16.4194434,34.8272723,https://api.mwater.co/v3/images/8c793dbb9f6948f8a26a6cc2510df8ef,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,Yes,"01, 02, 03, 04, 05, 06, 07, 08, 09",NA,NA,Yes,Damage or problem with pump,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
575660676,-16.4825075,34.821125,https://api.mwater.co/v3/images/ad708b5b10104fd390635ab47ba2ca3f,Not functional,More than 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Damage or problem with pump,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,Yes,When required for repairs,200,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Female,0
243392506,-16.4664645,34.853015299999996,https://api.mwater.co/v3/images/b149a6b175fc48a89cb689711f5de689,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.581,No,No problems,NA,Yes,NA,355,0,NA,NA,40,600,Yes,Water Point Committee,Yes,Per month,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,6,Male,0
23348150,-16.4826664,34.820777699999994,https://api.mwater.co/v3/images/ced4560eef654e3a9ac692d909fd4edf,No longer exists or abandoned,More than 5 years,Poor water quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Water quality,Salinity / saltiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30411166,-16.48041,34.8193854,https://api.mwater.co/v3/images/8ca1da9f26f04bc78e4565fbc36e5924,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.55,Yes,No problems,NA,Yes,NA,322,0,NA,NA,30,600,Yes,Water Point Committee,Yes,Per month,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2022,10,6,Male,0
575478352,-16.4863736,34.8181979,https://api.mwater.co/v3/images/55818c853c95496eac8964ec91e5926c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,43.191,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,289,0,NA,NA,35,650,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Male,0
12201484,-16.4674296,34.8526435,https://api.mwater.co/v3/images/6430334493ba4e34a30161e88cb8ee96,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,Yes,Per month,1000,Bill payments,No,NA,NA,NA,No,NA,2016,10,5,Female,0
445321274,-16.420294,34.8243736,https://api.mwater.co/v3/images/b44b38076ac64ea889da2d2eb36d61d1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,72.31,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,2500,1,500,System does not reach all community members,120,1200,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575449345,-16.4913375,34.816233499999996,https://api.mwater.co/v3/images/80db8ee149ae4a038e1baaa747d8108c,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,39.751,Yes,No problems,NA,Yes,NA,216,0,NA,NA,30,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Male,0
55238627,-16.4686417,34.8535228,https://api.mwater.co/v3/images/ee22704d0cdb450ca52ed6595a781003,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.434,No,No problems,NA,Yes,NA,289,0,NA,NA,30,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,10,6,Female,0
575449338,-16.4910353,34.81800189999999,https://api.mwater.co/v3/images/d819e77eec4c4c78a2bab7180d8d2337,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.88,Yes,No problems,NA,Yes,NA,322,0,NA,NA,35,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Male,0
430711,-16.4953977,34.8152334,https://api.mwater.co/v3/images/3d5c1bbb17da4478b5b973efcb197b5c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,43.62,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,312,0,NA,NA,40,650,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
575439764,-16.5041342,34.8074681,https://api.mwater.co/v3/images/f8e03df0708b48749a32c370b41e7f07,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.601,No,No problems,NA,Yes,NA,325,0,NA,NA,40,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
575439551,-16.5040731,34.8090493,https://api.mwater.co/v3/images/44c15f67168a4cb9afacd96e94ff37a1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,36.491,Yes,No problems,NA,Yes,NA,322,0,NA,NA,35,500,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
47362596,-16.503207,34.8091242,https://api.mwater.co/v3/images/4c8b6c90a0e24c8abb52c85ffbc43caf,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,47.59,Yes,No problems,NA,Yes,NA,274,0,NA,NA,40,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2020,10,5,Male,0
574963574,-16.4314421,34.7837543,https://api.mwater.co/v3/images/eb46a111a61d4ad1bd466ccc149f7576,Functional,NA,NA,Yes,"Low water flow - Low water pressure, Newly constructed",Yes,Yes,NA,NA,No,NA,Yes,61.301,Yes,"Water quality, Damage or problem with pump, Soil erosion or collapse around the water point",Salinity / saltiness,No,Lack of technical expertise,400,1,80,"System does not reach all community members, Other",35,950,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15847197,-16.4332433,34.784839999999996,https://api.mwater.co/v3/images/f8cca435c99f4f3fa84cf52dd5a25ded,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,71.05,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Water quality",Salinity / saltiness,Yes,NA,400,1,80,"System does not reach all community members, Other",45,850,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
13625155,-16.453943,34.8716826,https://api.mwater.co/v3/images/21ccb59843044a86997a2f771f46fa08,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,49.46,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,285,0,NA,NA,40,750,Yes,Water Point Committee,Yes,When required for repairs,250,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
575430112,-16.5060046,34.8291496,https://api.mwater.co/v3/images/5871e05fb1974710b8cb02aecdcfd3e8,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,39.491,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,273,0,NA,NA,30,500,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Female,0
13625162,-16.4554345,34.8701719,https://api.mwater.co/v3/images/bbd22de84ecc4160ae321935e8a03ca8,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,"No problems , Other",NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,Yes,Per month,1000,"Affordability, Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2015,10,5,Female,0
23264827,-16.5169423,34.829738999999996,https://api.mwater.co/v3/images/92a4499642404b8eb7add4ea335e54e1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.321,No,No problems,NA,No,Lack of technical expertise,224,0,NA,NA,30,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
13625038,-16.4424682,34.868555799999996,https://api.mwater.co/v3/images/0b07ab2e7c23400a80f7991f3f1749cd,No longer exists or abandoned,2 - 5 years,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Damage to civil works - platform, well head, riser etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23264951,-16.5170241,34.832629499999996,https://api.mwater.co/v3/images/fe1670f497754e6ca8030fbe15bb9773,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,46.541,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,321,0,NA,NA,35,600,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Female,0
575427992,-16.516627,34.834835500000004,https://api.mwater.co/v3/images/4563270b54804d23896701bdc805197d,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.101,Yes,No problems,NA,Yes,NA,278,0,NA,NA,35,550,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,6,Female,0
13625117,-16.4450537,34.8658878,https://api.mwater.co/v3/images/f5c79a0f76104e71906cdc1f4db64cca,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Other,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,Yes,Per month,1000,"Affordability, Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2016,10,5,Female,0
10592997,-16.4595758,34.872681300000004,https://api.mwater.co/v3/images/418cb0e580f94ae79f5043b72a520f68,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,"Damage to civil works - platform, well head, riser etc, Other",NA,No,Lack of technical expertise,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,Yes,Per month,1000,"Operation costs, Affordability",No,NA,NA,NA,No,NA,2016,10,5,Female,0
10592980,-16.4608569,34.8724338,https://api.mwater.co/v3/images/6ea34b0d2c3c4b7bbaa2e763ce84e81b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,42.191,No,"Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,412,0,NA,NA,45,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
